commodity,province,MAPE,MAE,samples
Minyak Goreng Kemasan Sederhana,Kalimantan Timur,1.4377074420777844,294.89214085820896,1004
Minyak Goreng Kemasan Sederhana,Kalimantan Utara,0.7082537224037259,139.34200093283582,1004
Minyak Goreng Kemasan Sederhana,Kepulauan Bangka Belitung,0.6663134238297251,110.56140683302235,1004
Minyak Goreng Kemasan Sederhana,Kepulauan Riau,1.7055323440961292,284.15512768190297,1004
Minyak Goreng Kemasan Sederhana,Lampung,0.5415215518961076,95.40537546641777,1004
Minyak Goreng Kemasan Sederhana,Maluku,1.8833612611724893,428.31071206467664,1004
Minyak Goreng Kemasan Sederhana,Maluku Utara,1.6849718897637176,374.4541647232587,1004
Minyak Goreng Kemasan Sederhana,Nusa Tenggara Barat,1.0509705371906668,214.19972403606965,1004
Minyak Goreng Kemasan Sederhana,Nusa Tenggara Timur,1.0887582260943274,223.5772115982587,1004
Minyak Goreng Kemasan Sederhana,Papua,1.1686776943993515,261.9254605876866,1004
Minyak Goreng Kemasan Sederhana,Papua Barat,3.0960834797586707,723.3914800995025,1004
Minyak Goreng Kemasan Sederhana,Riau,0.8623153670488359,153.86818349657966,1004
Minyak Goreng Kemasan Sederhana,Sulawesi Barat,0.9712343602014718,183.25867731654228,1004
Minyak Goreng Kemasan Sederhana,Sulawesi Selatan,0.6750661424824266,131.56216962064676,1004
Minyak Goreng Kemasan Sederhana,Sulawesi Tengah,1.1564530275321012,236.2049032182836,1004
Minyak Goreng Kemasan Sederhana,Sulawesi Tenggara,1.0849779389587897,232.98365593905473,1004
Minyak Goreng Kemasan Sederhana,Sulawesi Utara,0.9687879057146761,179.2527693563433,1004
Minyak Goreng Kemasan Sederhana,Sumatera Barat,0.7227656524721798,129.8066017568408,1004
Minyak Goreng Kemasan Sederhana,Sumatera Selatan,0.5532893512937946,95.92874980565917,1004
Minyak Goreng Kemasan Sederhana,Sumatera Utara,0.8681936363902376,158.67639342350745,1004
Telur Ayam Ras,Aceh,0.6221711407101576,153.36172652363183,1004
Telur Ayam Ras,Bali,2.0299633942055073,504.91853233830847,1004
Telur Ayam Ras,Banten,1.2585793393530564,336.70660370024876,1004
Telur Ayam Ras,Bengkulu,0.6504277767889807,164.36728467039802,1004
Telur Ayam Ras,DI Yogyakarta,1.0972431570154264,289.4520366915423,1004
Telur Ayam Ras,DKI Jakarta,1.1496371423341807,322.25991138059703,1004
Telur Ayam Ras,Gorontalo,0.5781186310063792,176.2879061722636,1004
Telur Ayam Ras,Jambi,0.32729619474291244,87.22027557524876,1004
Telur Ayam Ras,Jawa Barat,0.5822035596155967,160.38214202425374,1004
Telur Ayam Ras,Jawa Tengah,0.6614931231268034,178.51864699937812,1004
Telur Ayam Ras,Jawa Timur,0.7562669114033022,199.29138487251242,1004
Telur Ayam Ras,Kalimantan Barat,0.6342177596995356,194.46979944029857,1004
Telur Ayam Ras,Kalimantan Selatan,0.6592155957921665,194.77565298507466,1004
Telur Ayam Ras,Kalimantan Tengah,0.4086115995829565,123.47044076492539,1004
Telur Ayam Ras,Kalimantan Timur,1.8257664935397135,589.633589863184,1004
Telur Ayam Ras,Kalimantan Utara,0.7284167867061979,244.9967156405472,1004
Telur Ayam Ras,Kepulauan Bangka Belitung,0.6378455262628508,187.84534359452735,1004
Telur Ayam Ras,Kepulauan Riau,1.70275768976871,510.2690259639305,1004
Telur Ayam Ras,Lampung,0.6275313195948146,168.882618159204,1004
Telur Ayam Ras,Maluku,1.5784203717147793,572.2049129353234,1004
Telur Ayam Ras,Maluku Utara,1.3927445103021319,465.19381607587064,1004
Telur Ayam Ras,Nusa Tenggara Barat,1.048826549495347,307.428074471393,1004
Telur Ayam Ras,Nusa Tenggara Timur,0.9732555685114994,306.34306980721385,1004
Telur Ayam Ras,Papua,1.0455822533841144,392.58383861940297,1004
Telur Ayam Ras,Papua Barat,2.4911764070165403,1011.1997434701492,1004
Telur Ayam Ras,Riau,0.8917778425985855,235.92061178482587,1004
Telur Ayam Ras,Sulawesi Barat,1.0343035231757853,272.5412877021144,1004
Telur Ayam Ras,Sulawesi Selatan,0.5975418297324823,155.47317125310946,1004
Telur Ayam Ras,Sulawesi Tengah,1.1397805744641136,324.3876807369403,1004
Telur Ayam Ras,Sulawesi Tenggara,1.1376092704874425,337.6354458177861,1004
Telur Ayam Ras,Sulawesi Utara,0.9832016048086683,296.6639361784826,1004
Telur Ayam Ras,Sumatera Barat,0.7556850981293773,203.60405977922886,1004
Telur Ayam Ras,Sumatera Selatan,0.6868945338374863,181.31866060323384,1004
Telur Ayam Ras,Sumatera Utara,0.5784227348613571,154.62267762748758,1004
Tepung Terigu (Curah),Aceh,0.5155478438877651,56.03249378109453,1004
Tepung Terigu (Curah),Bali,0.575978099294042,64.18900128264926,1004
Tepung Terigu (Curah),Banten,0.9819344729162802,98.51810770366916,1004
Tepung Terigu (Curah),Bengkulu,0.4641323086999645,49.84423099347015,1004
Tepung Terigu (Curah),DI Yogyakarta,0.9243098901238016,91.31012418376865,1004
Tepung Terigu (Curah),DKI Jakarta,0.8124906366286754,82.78855235541045,1004
Tepung Terigu (Curah),Gorontalo,0.5184202993571678,54.54676568330224,1004
Tepung Terigu (Curah),Jambi,0.2937335930639465,29.941226484763686,1004
Tepung Terigu (Curah),Jawa Barat,0.5579442736478644,56.88987192941542,1004
Tepung Terigu (Curah),Jawa Tengah,0.581349325252354,58.226802996735074,1004
Tepung Terigu (Curah),Jawa Timur,0.6071003406451008,59.898765450093286,1004
Tepung Terigu (Curah),Kalimantan Barat,0.5659912846677018,65.01921058768657,1004
Tepung Terigu (Curah),Kalimantan Selatan,0.8070513540510544,80.33416899875621,1004
Tepung Terigu (Curah),Kalimantan Tengah,0.39341434976751116,42.12079252176617,1004
Tepung Terigu (Curah),Kalimantan Timur,1.8315978997285172,196.98967564521143,1004
Tepung Terigu (Curah),Kalimantan Utara,0.5988881344580785,68.72610579912936,1004
Tepung Terigu (Curah),Kepulauan Bangka Belitung,0.7171600457660912,79.17991099191542,1004
Tepung Terigu (Curah),Kepulauan Riau,1.7173834431886612,188.89515799906715,1004
Tepung Terigu (Curah),Lampung,0.5213874064258418,53.59366740516169,1004
Tepung Terigu (Curah),Maluku,1.269390181604104,160.3045514614428,1004
Tepung Terigu (Curah),Maluku Utara,0.8000424726898621,97.87569476834577,1004
Tepung Terigu (Curah),Nusa Tenggara Barat,0.6945845194508216,70.8325438238495,1004
Tepung Terigu (Curah),Nusa Tenggara Timur,0.8224981160980065,90.67140858208955,1004
Tepung Terigu (Curah),Papua,0.7898405628597021,101.23719780006219,1004
Tepung Terigu (Curah),Papua Barat,1.6319996109688242,212.22568310789802,1004
Tepung Terigu (Curah),Riau,1.0857179152418466,119.05001360385572,1004
Tepung Terigu (Curah),Sulawesi Barat,0.5311033945410709,51.72829213308458,1004
Tepung Terigu (Curah),Sulawesi Selatan,0.5782374885887013,56.0795995607898,1004
Tepung Terigu (Curah),Sulawesi Tengah,0.9283609854416197,101.36457361629353,1004
Tepung Terigu (Curah),Sulawesi Tenggara,0.9972661400245374,105.97193233053483,1004
Tepung Terigu (Curah),Sulawesi Utara,0.5186949715141994,60.46810381685324,1004
Tepung Terigu (Curah),Sumatera Barat,0.8733957713958528,92.30073266480099,1004
Tepung Terigu (Curah),Sumatera Selatan,0.4073217546216032,40.075251185478855,1004
Tepung Terigu (Curah),Sumatera Utara,0.6398948878426128,67.39708683146766,1004
