commodity,province,MAPE,MAE,samples
Daging Ayam Ras,Sumatera Utara,1.080647792660354,352.6832439365672,1004
Daging Sapi Murni,Aceh,0.5900132991679927,932.3837064676617,1004
Daging Sapi Murni,Bali,0.4313114912645051,495.82657027363183,1004
Daging Sapi Murni,Banten,0.5655093926179567,788.6634406094528,1004
Daging Sapi Murni,Bengkulu,0.5913033053962904,804.9270444651742,1004
Daging Sapi Murni,DI Yogyakarta,0.3140033486151283,422.2721548507463,1004
Daging Sapi Murni,DKI Jakarta,0.45326391120531045,620.1675995024875,1004
Daging Sapi Murni,Gorontalo,0.2525403532446613,337.35894745024876,1004
Daging Sapi Murni,Jambi,0.3615839213275489,510.3339940920398,1004
Daging Sapi Murni,Jawa Barat,0.3781619193229856,516.2529539800995,1004
Daging Sapi Murni,Jawa Tengah,0.3063429125586023,397.8274642412935,1004
Daging Sapi Murni,Jawa Timur,0.4034953666479729,467.31102300995025,1004
Daging Sapi Murni,Kalimantan Barat,0.3389370704559407,521.2168843283582,1004
Daging Sapi Murni,Kalimantan Selatan,0.5748451076106587,862.2973802860696,1004
Daging Sapi Murni,Kalimantan Tengah,0.313655717900233,490.1668998756219,1004
Daging Sapi Murni,Kalimantan Timur,0.56909340331337,879.4710820895523,1004
Daging Sapi Murni,Kalimantan Utara,0.5951171153531113,945.1876554726368,1004
Daging Sapi Murni,Kepulauan Bangka Belitung,0.5369237532087779,797.5621890547263,1004
Daging Sapi Murni,Kepulauan Riau,1.6663663437022767,2535.249611318408,1004
Daging Sapi Murni,Lampung,0.46286291011516684,625.4391713308457,1004
Daging Sapi Murni,Maluku,2.0870647776888744,2431.4570506840796,1004
Daging Sapi Murni,Maluku Utara,0.8955450907010314,1165.0361862562188,1004
Daging Sapi Murni,Nusa Tenggara Barat,0.22988954582832544,282.6574937810945,1004
Daging Sapi Murni,Nusa Tenggara Timur,0.6321542127927912,719.8836287313433,1004
Daging Sapi Murni,Papua,0.45984132207311623,676.9177549751244,1004
Daging Sapi Murni,Papua Barat,1.6184222155986936,2154.4577891791046,1004
Daging Sapi Murni,Riau,0.6482651044206821,954.6247667910447,1004
Daging Sapi Murni,Sulawesi Barat,0.47124725329114014,603.2699393656717,1004
Daging Sapi Murni,Sulawesi Selatan,0.3049517423346458,395.8544387437811,1004
Daging Sapi Murni,Sulawesi Tengah,0.5594360588824344,758.4386271766169,1004
Daging Sapi Murni,Sulawesi Tenggara,0.5891164925998938,791.6885105721393,1004
Daging Sapi Murni,Sulawesi Utara,0.32590115791808966,432.95530161691545,1004
Daging Sapi Murni,Sumatera Barat,0.31793097884984883,452.5283737562189,1004
Daging Sapi Murni,Sumatera Selatan,0.4865986639972749,674.3244325248756,1004
Daging Sapi Murni,Sumatera Utara,0.7610187179179315,1034.5204446517414,1004
Gula Konsumsi,Aceh,0.29105586400038064,46.71441620024875,1004
Gula Konsumsi,Bali,0.38344079435544953,56.39918085354478,1004
Gula Konsumsi,Banten,0.7053358659918616,108.49809546019901,1004
Gula Konsumsi,Bengkulu,0.3535053207119994,54.20743936567164,1004
Gula Konsumsi,DI Yogyakarta,0.4347108084181801,62.921379430970156,1004
Gula Konsumsi,DKI Jakarta,0.5962524333549611,95.95421816697761,1004
Gula Konsumsi,Gorontalo,0.36097512018135935,59.15390819340796,1004
Gula Konsumsi,Jambi,0.19606399860789495,29.470771144278615,1004
Gula Konsumsi,Jawa Barat,0.2629506152730383,40.121370685634325,1004
Gula Konsumsi,Jawa Tengah,0.25238000146838657,37.24834810323384,1004
Gula Konsumsi,Jawa Timur,0.25608301731459754,36.804706934079604,1004
Gula Konsumsi,Kalimantan Barat,0.27868963141978403,43.68346256996269,1004
Gula Konsumsi,Kalimantan Selatan,0.37613262376497014,57.24738611629354,1004
Gula Konsumsi,Kalimantan Tengah,0.18219448801287563,28.547108208955223,1004
Gula Konsumsi,Kalimantan Timur,0.5220870577663811,83.40938374533584,1004
Gula Konsumsi,Kalimantan Utara,0.5046757409451283,83.13098569651743,1004
Gula Konsumsi,Kepulauan Bangka Belitung,0.43237891096219067,66.86510805348259,1004
Gula Konsumsi,Kepulauan Riau,0.8775779753769243,128.87594741138062,1004
Gula Konsumsi,Lampung,0.28748774018891016,43.14483247823383,1004
Gula Konsumsi,Maluku,0.6405397527147992,110.16301791822137,1004
Gula Konsumsi,Maluku Utara,0.4073769328963719,69.14755810789802,1004
Gula Konsumsi,Nusa Tenggara Barat,0.5445947317301366,87.33167171952736,1004
Gula Konsumsi,Nusa Tenggara Timur,0.4553094917229377,74.94608014614428,1004
Gula Konsumsi,Papua,0.5500565869173494,96.98880597014936,1004
Gula Konsumsi,Papua Barat,1.2963369213282585,229.36450073849502,1004
Gula Konsumsi,Riau,0.4402940068552393,68.24940240205224,1004
Gula Konsumsi,Sulawesi Barat,0.4035508195683563,66.34741332400498,1004
Gula Konsumsi,Sulawesi Selatan,0.2789427527430858,43.50015061411692,1004
Gula Konsumsi,Sulawesi Tengah,0.464112802991661,77.20788634950249,1004
Gula Konsumsi,Sulawesi Tenggara,0.4889131962936331,80.25359044620647,1004
Gula Konsumsi,Sulawesi Utara,0.36954370027163264,61.233427588619406,1004
Gula Konsumsi,Sumatera Barat,0.4461380027199705,68.21747706778608,1004
Gula Konsumsi,Sumatera Selatan,0.2399062680363464,35.68982723103234,1004
Gula Konsumsi,Sumatera Utara,0.35194657529442175,55.1923973880597,1004
Minyak Goreng Curah,Aceh,0.673472862209236,97.17427510883084,1004
Minyak Goreng Curah,Bali,0.9694800268870553,149.03798876710198,1004
Minyak Goreng Curah,Banten,1.211599222674435,175.65666297419153,1004
Minyak Goreng Curah,Bengkulu,1.0362279273458121,160.48471509639305,1004
Minyak Goreng Curah,DI Yogyakarta,0.8940460375711159,126.4088881763059,1004
Minyak Goreng Curah,DKI Jakarta,0.8690479728472417,133.66816309079604,1004
Minyak Goreng Curah,Gorontalo,1.1246509305615777,193.5011320351368,1004
Minyak Goreng Curah,Jambi,0.3541964321867409,49.877468128109456,1004
Minyak Goreng Curah,Jawa Barat,0.602645042310092,93.30982781405476,1004
Minyak Goreng Curah,Jawa Tengah,0.5983638579109443,86.17223938899254,1004
Minyak Goreng Curah,Jawa Timur,0.49524813538118445,75.06846626243782,1004
Minyak Goreng Curah,Kalimantan Barat,0.8857959134731839,135.08118586753722,1004
Minyak Goreng Curah,Kalimantan Selatan,1.0981311602922208,156.20556397699005,1004
Minyak Goreng Curah,Kalimantan Tengah,0.4974354083651819,72.82503012282338,1004
Minyak Goreng Curah,Kalimantan Timur,1.5246095794574528,233.97594546797268,1004
Minyak Goreng Curah,Kalimantan Utara,1.1947088279774736,200.0939540578359,1004
Minyak Goreng Curah,Kepulauan Bangka Belitung,0.6878553864042879,100.1143306902985,1004
Minyak Goreng Curah,Kepulauan Riau,1.4080247164345647,202.98406891324626,1004
Minyak Goreng Curah,Lampung,0.6718287434738508,100.00181222792288,1004
Minyak Goreng Curah,Maluku,2.2014808172855056,383.4167298274254,1004
Minyak Goreng Curah,Maluku Utara,3.278228882647393,607.7991682213931,1004
Minyak Goreng Curah,Nusa Tenggara Barat,0.8862791386845098,149.38839008084577,1004
Minyak Goreng Curah,Nusa Tenggara Timur,1.8979549954056485,317.0380033426616,1004
Minyak Goreng Curah,Papua,1.3516660582101512,223.2773388914801,1004
Minyak Goreng Curah,Papua Barat,3.8434763351689263,683.4286672108209,1004
Minyak Goreng Curah,Riau,0.6100340026101152,95.24924207089546,1004
Minyak Goreng Curah,Sulawesi Barat,1.0800487240177115,172.75829349347015,1004
Minyak Goreng Curah,Sulawesi Selatan,0.663124288420985,99.45261485541045,1004
Minyak Goreng Curah,Sulawesi Tengah,1.1701559501419103,184.72477942319657,1004
Minyak Goreng Curah,Sulawesi Tenggara,1.5025949760911887,246.50889109141798,1004
Minyak Goreng Curah,Sulawesi Utara,1.0440539338915285,179.92506704757463,1004
Minyak Goreng Curah,Sumatera Barat,0.8469511303268155,123.30510047419155,1004
Minyak Goreng Curah,Sumatera Selatan,0.5320365185994721,78.4200141868781,1004
Minyak Goreng Curah,Sumatera Utara,0.5510953716907961,82.82111415578355,1004
Minyak Goreng Kemasan Sederhana,Aceh,0.8733708610804614,162.0223346159826,1004
Minyak Goreng Kemasan Sederhana,Bali,0.8707508704800521,158.07839707711443,1004
Minyak Goreng Kemasan Sederhana,Banten,1.1405294368989494,189.0925110774254,1004
Minyak Goreng Kemasan Sederhana,Bengkulu,0.7849163363923818,137.02841262437806,1004
Minyak Goreng Kemasan Sederhana,DI Yogyakarta,1.18111973600944,200.4855167521766,1004
Minyak Goreng Kemasan Sederhana,DKI Jakarta,0.838147305729541,157.58097695118158,1004
Minyak Goreng Kemasan Sederhana,Gorontalo,0.924006987292917,168.9015566697761,1004
Minyak Goreng Kemasan Sederhana,Jambi,0.43756873867312146,73.84047049906715,1004
Minyak Goreng Kemasan Sederhana,Jawa Barat,0.6922622437148868,126.8798682369403,1004
Minyak Goreng Kemasan Sederhana,Jawa Tengah,0.6985215741762313,125.25127293221395,1004
Minyak Goreng Kemasan Sederhana,Jawa Timur,0.7599300459129739,132.79316794931594,1004
Minyak Goreng Kemasan Sederhana,Kalimantan Barat,0.668830966430257,122.97134444962683,1004
Minyak Goreng Kemasan Sederhana,Kalimantan Selatan,1.0966132187818631,195.10839843750009,1004
Minyak Goreng Kemasan Sederhana,Kalimantan Tengah,0.4835644742524796,91.4658154539801,1004
